PeriodStart,PeriodEnd,Period,AirTemp,GtiFixedTilt,PanelTemp,PanelOutput
2019-12-31T00:00:00Z,2019-12-31T00:10:00Z,PT10M,7.3,0,7.3,0.228125
2019-12-31T00:10:00Z,2019-12-31T00:20:00Z,PT10M,7.2,0,7.2,0.225
2019-12-31T00:20:00Z,2019-12-31T00:30:00Z,PT10M,7.1,0,7.1,0.221875
2019-12-31T00:30:00Z,2019-12-31T00:40:00Z,PT10M,7.1,0,7.1,0.221875
2019-12-31T00:40:00Z,2019-12-31T00:50:00Z,PT10M,7.0,0,7.0,0.21875
2019-12-31T00:50:00Z,2019-12-31T01:00:00Z,PT10M,6.9,0,6.9,0.215625
2019-12-31T01:00:00Z,2019-12-31T01:10:00Z,PT10M,6.9,0,6.9,0.215625
2019-12-31T01:10:00Z,2019-12-31T01:20:00Z,PT10M,6.8,0,6.8,0.2125
2019-12-31T01:20:00Z,2019-12-31T01:30:00Z,PT10M,6.8,0,6.8,0.2125
2019-12-31T01:30:00Z,2019-12-31T01:40:00Z,PT10M,6.8,0,6.8,0.2125
2019-12-31T01:40:00Z,2019-12-31T01:50:00Z,PT10M,6.8,0,6.8,0.2125
2019-12-31T01:50:00Z,2019-12-31T02:00:00Z,PT10M,6.7,0,6.7,0.209375
2019-12-31T02:00:00Z,2019-12-31T02:10:00Z,PT10M,6.6,0,6.6,0.20625
2019-12-31T02:10:00Z,2019-12-31T02:20:00Z,PT10M,6.5,0,6.5,0.203125
2019-12-31T02:20:00Z,2019-12-31T02:30:00Z,PT10M,6.4,0,6.4,0.2
2019-12-31T02:30:00Z,2019-12-31T02:40:00Z,PT10M,6.3,0,6.3,0.196875
2019-12-31T02:40:00Z,2019-12-31T02:50:00Z,PT10M,6.2,0,6.2,0.19375
2019-12-31T02:50:00Z,2019-12-31T03:00:00Z,PT10M,6.1,0,6.1,0.190625
2019-12-31T03:00:00Z,2019-12-31T03:10:00Z,PT10M,6.0,0,6.0,0.1875
2019-12-31T03:10:00Z,2019-12-31T03:20:00Z,PT10M,5.9,0,5.9,0.184375
2019-12-31T03:20:00Z,2019-12-31T03:30:00Z,PT10M,5.9,0,5.9,0.184375
2019-12-31T03:30:00Z,2019-12-31T03:40:00Z,PT10M,5.8,0,5.8,0.18125
2019-12-31T03:40:00Z,2019-12-31T03:50:00Z,PT10M,5.8,0,5.8,0.18125
2019-12-31T03:50:00Z,2019-12-31T04:00:00Z,PT10M,5.7,0,5.7,0.178125
2019-12-31T04:00:00Z,2019-12-31T04:10:00Z,PT10M,5.7,0,5.7,0.178125
2019-12-31T04:10:00Z,2019-12-31T04:20:00Z,PT10M,5.6,0,5.6,0.175
2019-12-31T04:20:00Z,2019-12-31T04:30:00Z,PT10M,5.6,0,5.6,0.175
2019-12-31T04:30:00Z,2019-12-31T04:40:00Z,PT10M,5.6,0,5.6,0.175
2019-12-31T04:40:00Z,2019-12-31T04:50:00Z,PT10M,5.6,0,5.6,0.175
2019-12-31T04:50:00Z,2019-12-31T05:00:00Z,PT10M,5.5,0,5.5,0.171875
2019-12-31T05:00:00Z,2019-12-31T05:10:00Z,PT10M,5.5,0,5.5,0.171875
2019-12-31T05:10:00Z,2019-12-31T05:20:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T05:20:00Z,2019-12-31T05:30:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T05:30:00Z,2019-12-31T05:40:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T05:40:00Z,2019-12-31T05:50:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T05:50:00Z,2019-12-31T06:00:00Z,PT10M,5.3,0,5.3,0.165625
2019-12-31T06:00:00Z,2019-12-31T06:10:00Z,PT10M,5.3,0,5.3,0.165625
2019-12-31T06:10:00Z,2019-12-31T06:20:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T06:20:00Z,2019-12-31T06:30:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T06:30:00Z,2019-12-31T06:40:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T06:40:00Z,2019-12-31T06:50:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T06:50:00Z,2019-12-31T07:00:00Z,PT10M,5.5,0,5.5,0.171875
2019-12-31T07:00:00Z,2019-12-31T07:10:00Z,PT10M,5.5,0,5.5,0.171875
2019-12-31T07:10:00Z,2019-12-31T07:20:00Z,PT10M,5.4,0,5.4,0.16875
2019-12-31T07:20:00Z,2019-12-31T07:30:00Z,PT10M,5.3,0,5.3,0.165625
2019-12-31T07:30:00Z,2019-12-31T07:40:00Z,PT10M,5.3,0,5.3,0.165625
2019-12-31T07:40:00Z,2019-12-31T07:50:00Z,PT10M,5.2,0,5.2,0.1625
2019-12-31T07:50:00Z,2019-12-31T08:00:00Z,PT10M,5.1,0,5.1,0.159375
2019-12-31T08:00:00Z,2019-12-31T08:10:00Z,PT10M,5.1,0,5.1,0.159375
2019-12-31T08:10:00Z,2019-12-31T08:20:00Z,PT10M,5.1,0,5.1,0.159375
2019-12-31T08:20:00Z,2019-12-31T08:30:00Z,PT10M,5.1,0,5.1,0.159375
2019-12-31T08:30:00Z,2019-12-31T08:40:00Z,PT10M,5.0,0,5.0,0.15625
2019-12-31T08:40:00Z,2019-12-31T08:50:00Z,PT10M,5.0,0,5.0,0.15625
2019-12-31T08:50:00Z,2019-12-31T09:00:00Z,PT10M,5.0,0,5.0,0.15625
2019-12-31T09:00:00Z,2019-12-31T09:10:00Z,PT10M,4.9,0,4.9,0.153125
2019-12-31T09:10:00Z,2019-12-31T09:20:00Z,PT10M,4.6,0,4.6,0.14375
2019-12-31T09:20:00Z,2019-12-31T09:30:00Z,PT10M,4.3,0,4.3,0.134375
2019-12-31T09:30:00Z,2019-12-31T09:40:00Z,PT10M,4.1,0,4.1,0.128125
2019-12-31T09:40:00Z,2019-12-31T09:50:00Z,PT10M,3.8,0,3.8,0.11875
2019-12-31T09:50:00Z,2019-12-31T10:00:00Z,PT10M,3.5,0,3.5,0.109375
2019-12-31T10:00:00Z,2019-12-31T10:10:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T10:10:00Z,2019-12-31T10:20:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T10:20:00Z,2019-12-31T10:30:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T10:30:00Z,2019-12-31T10:40:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T10:40:00Z,2019-12-31T10:50:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T10:50:00Z,2019-12-31T11:00:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T11:00:00Z,2019-12-31T11:10:00Z,PT10M,3.4,0,3.4,0.10625
2019-12-31T11:10:00Z,2019-12-31T11:20:00Z,PT10M,3.3,0,3.3,0.103125
2019-12-31T11:20:00Z,2019-12-31T11:30:00Z,PT10M,3.3,0,3.3,0.103125
2019-12-31T11:30:00Z,2019-12-31T11:40:00Z,PT10M,3.2,0,3.2,0.1
2019-12-31T11:40:00Z,2019-12-31T11:50:00Z,PT10M,3.2,0,3.2,0.1
2019-12-31T11:50:00Z,2019-12-31T12:00:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:00:00Z,2019-12-31T12:10:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:10:00Z,2019-12-31T12:20:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:20:00Z,2019-12-31T12:30:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:30:00Z,2019-12-31T12:40:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:40:00Z,2019-12-31T12:50:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T12:50:00Z,2019-12-31T13:00:00Z,PT10M,3.1,0,3.1,0.096875
2019-12-31T13:00:00Z,2019-12-31T13:10:00Z,PT10M,3.1,2,3.1625,2.098828125
2019-12-31T13:10:00Z,2019-12-31T13:20:00Z,PT10M,3.2,41,4.48125,41.14003906
2019-12-31T13:20:00Z,2019-12-31T13:30:00Z,PT10M,3.2,96,6.2,96.19375
2019-12-31T13:30:00Z,2019-12-31T13:40:00Z,PT10M,3.3,81,5.83125,81.18222656
2019-12-31T13:40:00Z,2019-12-31T13:50:00Z,PT10M,3.3,47,4.76875,47.14902344
2019-12-31T13:50:00Z,2019-12-31T14:00:00Z,PT10M,3.4,53,5.05625,53.15800781
2019-12-31T14:00:00Z,2019-12-31T14:10:00Z,PT10M,3.5,70,5.6875,70.17773438
2019-12-31T14:10:00Z,2019-12-31T14:20:00Z,PT10M,3.7,78,6.1375,78.19179688
2019-12-31T14:20:00Z,2019-12-31T14:30:00Z,PT10M,3.9,93,6.80625,93.21269531
2019-12-31T14:30:00Z,2019-12-31T14:40:00Z,PT10M,4.2,94,7.1375,94.22304688
2019-12-31T14:40:00Z,2019-12-31T14:50:00Z,PT10M,4.4,84,7.025,84.21953125
2019-12-31T14:50:00Z,2019-12-31T15:00:00Z,PT10M,4.6,111,8.06875,111.2521484
2019-12-31T15:00:00Z,2019-12-31T15:10:00Z,PT10M,4.7,265,12.98125,265.4056641
2019-12-31T15:10:00Z,2019-12-31T15:20:00Z,PT10M,4.8,543,21.76875,543.6802734
2019-12-31T15:20:00Z,2019-12-31T15:30:00Z,PT10M,4.9,657,25.43125,657.7947266
2019-12-31T15:30:00Z,2019-12-31T15:40:00Z,PT10M,5.0,639,24.96875,639.7802734
2019-12-31T15:40:00Z,2019-12-31T15:50:00Z,PT10M,5.1,713,27.38125,713.8556641
2019-12-31T15:50:00Z,2019-12-31T16:00:00Z,PT10M,5.2,781,29.60625,781.9251953
2019-12-31T16:00:00Z,2019-12-31T16:10:00Z,PT10M,5.3,806,30.4875,806.9527344
2019-12-31T16:10:00Z,2019-12-31T16:20:00Z,PT10M,5.4,794,30.2125,794.9441406
2019-12-31T16:20:00Z,2019-12-31T16:30:00Z,PT10M,5.6,851,32.19375,852.0060547
2019-12-31T16:30:00Z,2019-12-31T16:40:00Z,PT10M,5.7,870,32.8875,871.0277344
2019-12-31T16:40:00Z,2019-12-31T16:50:00Z,PT10M,5.9,886,33.5875,887.0496094
2019-12-31T16:50:00Z,2019-12-31T17:00:00Z,PT10M,6.0,893,33.90625,894.0595703
2019-12-31T17:00:00Z,2019-12-31T17:10:00Z,PT10M,6.2,911,34.66875,912.0833984
2019-12-31T17:10:00Z,2019-12-31T17:20:00Z,PT10M,6.3,878,33.7375,879.0542969
2019-12-31T17:20:00Z,2019-12-31T17:30:00Z,PT10M,6.4,930,35.4625,931.1082031
2019-12-31T17:30:00Z,2019-12-31T17:40:00Z,PT10M,6.6,935,35.81875,936.1193359
2019-12-31T17:40:00Z,2019-12-31T17:50:00Z,PT10M,6.7,938,36.0125,939.1253906
2019-12-31T17:50:00Z,2019-12-31T18:00:00Z,PT10M,6.8,939,36.14375,940.1294922
2019-12-31T18:00:00Z,2019-12-31T18:10:00Z,PT10M,6.9,937,36.18125,938.1306641
2019-12-31T18:10:00Z,2019-12-31T18:20:00Z,PT10M,7.0,933,36.15625,934.1298828
2019-12-31T18:20:00Z,2019-12-31T18:30:00Z,PT10M,7.1,926,36.0375,927.1261719
2019-12-31T18:30:00Z,2019-12-31T18:40:00Z,PT10M,7.2,917,35.85625,918.1205078
2019-12-31T18:40:00Z,2019-12-31T18:50:00Z,PT10M,7.3,906,35.6125,907.1128906
2019-12-31T18:50:00Z,2019-12-31T19:00:00Z,PT10M,7.4,893,35.30625,894.1033203
2019-12-31T19:00:00Z,2019-12-31T19:10:00Z,PT10M,7.5,877,34.90625,878.0908203
2019-12-31T19:10:00Z,2019-12-31T19:20:00Z,PT10M,7.6,859,34.44375,860.0763672
2019-12-31T19:20:00Z,2019-12-31T19:30:00Z,PT10M,7.7,839,33.91875,840.0599609
2019-12-31T19:30:00Z,2019-12-31T19:40:00Z,PT10M,7.8,816,33.3,817.040625
2019-12-31T19:40:00Z,2019-12-31T19:50:00Z,PT10M,7.9,792,32.65,793.0203125
2019-12-31T19:50:00Z,2019-12-31T20:00:00Z,PT10M,8.0,765,31.90625,765.9970703
2019-12-31T20:00:00Z,2019-12-31T20:10:00Z,PT10M,8.1,737,31.13125,737.9728516
2019-12-31T20:10:00Z,2019-12-31T20:20:00Z,PT10M,8.1,706,30.1625,706.9425781
2019-12-31T20:20:00Z,2019-12-31T20:30:00Z,PT10M,8.2,674,29.2625,674.9144531
2019-12-31T20:30:00Z,2019-12-31T20:40:00Z,PT10M,8.2,639,28.16875,639.8802734
2019-12-31T20:40:00Z,2019-12-31T20:50:00Z,PT10M,8.2,602,27.0125,602.8441406
2019-12-31T20:50:00Z,2019-12-31T21:00:00Z,PT10M,8.3,564,25.925,564.8101563
2019-12-31T21:00:00Z,2019-12-31T21:10:00Z,PT10M,8.2,523,24.54375,523.7669922
2019-12-31T21:10:00Z,2019-12-31T21:20:00Z,PT10M,8.0,481,23.03125,481.7197266
2019-12-31T21:20:00Z,2019-12-31T21:30:00Z,PT10M,7.9,436,21.525,436.6726563
2019-12-31T21:30:00Z,2019-12-31T21:40:00Z,PT10M,7.7,391,19.91875,391.6224609
2019-12-31T21:40:00Z,2019-12-31T21:50:00Z,PT10M,7.6,344,18.35,344.5734375
2019-12-31T21:50:00Z,2019-12-31T22:00:00Z,PT10M,7.4,295,16.61875,295.5193359
2019-12-31T22:00:00Z,2019-12-31T22:10:00Z,PT10M,7.2,244,14.825,244.4632813
2019-12-31T22:10:00Z,2019-12-31T22:20:00Z,PT10M,7.1,162,12.1625,162.3800781
2019-12-31T22:20:00Z,2019-12-31T22:30:00Z,PT10M,7.0,74,9.3125,74.29101563
2019-12-31T22:30:00Z,2019-12-31T22:40:00Z,PT10M,6.9,12,7.275,12.22734375
2019-12-31T22:40:00Z,2019-12-31T22:50:00Z,PT10M,6.8,0,6.8,0.2125
2019-12-31T22:50:00Z,2019-12-31T23:00:00Z,PT10M,6.7,0,6.7,0.209375
2019-12-31T23:00:00Z,2019-12-31T23:10:00Z,PT10M,6.6,0,6.6,0.20625
2019-12-31T23:10:00Z,2019-12-31T23:20:00Z,PT10M,6.5,0,6.5,0.203125
2019-12-31T23:20:00Z,2019-12-31T23:30:00Z,PT10M,6.4,0,6.4,0.2
2019-12-31T23:30:00Z,2019-12-31T23:40:00Z,PT10M,6.2,0,6.2,0.19375
2019-12-31T23:40:00Z,2019-12-31T23:50:00Z,PT10M,6.2,0,6.2,0.19375
2019-12-31T23:50:00Z,2020-01-01T00:00:00Z,PT10M,6.1,0,6.1,0.190625
2020-01-01T00:00:00Z,2020-01-01T00:10:00Z,PT10M,5.9,0,5.9,0.184375
2020-01-01T00:10:00Z,2020-01-01T00:20:00Z,PT10M,5.8,0,5.8,0.18125
2020-01-01T00:20:00Z,2020-01-01T00:30:00Z,PT10M,5.7,0,5.7,0.178125
2020-01-01T00:30:00Z,2020-01-01T00:40:00Z,PT10M,5.6,0,5.6,0.175
2020-01-01T00:40:00Z,2020-01-01T00:50:00Z,PT10M,5.5,0,5.5,0.171875
2020-01-01T00:50:00Z,2020-01-01T01:00:00Z,PT10M,5.4,0,5.4,0.16875
2020-01-01T01:00:00Z,2020-01-01T01:10:00Z,PT10M,5.3,0,5.3,0.165625
2020-01-01T01:10:00Z,2020-01-01T01:20:00Z,PT10M,5.2,0,5.2,0.1625
2020-01-01T01:20:00Z,2020-01-01T01:30:00Z,PT10M,5.1,0,5.1,0.159375
2020-01-01T01:30:00Z,2020-01-01T01:40:00Z,PT10M,5.0,0,5.0,0.15625
2020-01-01T01:40:00Z,2020-01-01T01:50:00Z,PT10M,4.9,0,4.9,0.153125
2020-01-01T01:50:00Z,2020-01-01T02:00:00Z,PT10M,4.8,0,4.8,0.15
2020-01-01T02:00:00Z,2020-01-01T02:10:00Z,PT10M,4.7,0,4.7,0.146875
2020-01-01T02:10:00Z,2020-01-01T02:20:00Z,PT10M,4.5,0,4.5,0.140625
2020-01-01T02:20:00Z,2020-01-01T02:30:00Z,PT10M,4.3,0,4.3,0.134375
2020-01-01T02:30:00Z,2020-01-01T02:40:00Z,PT10M,4.2,0,4.2,0.13125
2020-01-01T02:40:00Z,2020-01-01T02:50:00Z,PT10M,4.0,0,4.0,0.125
2020-01-01T02:50:00Z,2020-01-01T03:00:00Z,PT10M,3.8,0,3.8,0.11875
2020-01-01T03:00:00Z,2020-01-01T03:10:00Z,PT10M,3.7,0,3.7,0.115625
2020-01-01T03:10:00Z,2020-01-01T03:20:00Z,PT10M,3.6,0,3.6,0.1125
2020-01-01T03:20:00Z,2020-01-01T03:30:00Z,PT10M,3.6,0,3.6,0.1125
2020-01-01T03:30:00Z,2020-01-01T03:40:00Z,PT10M,3.5,0,3.5,0.109375
2020-01-01T03:40:00Z,2020-01-01T03:50:00Z,PT10M,3.5,0,3.5,0.109375
2020-01-01T03:50:00Z,2020-01-01T04:00:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T04:00:00Z,2020-01-01T04:10:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T04:10:00Z,2020-01-01T04:20:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T04:20:00Z,2020-01-01T04:30:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T04:30:00Z,2020-01-01T04:40:00Z,PT10M,3.3,0,3.3,0.103125
2020-01-01T04:40:00Z,2020-01-01T04:50:00Z,PT10M,3.3,0,3.3,0.103125
2020-01-01T04:50:00Z,2020-01-01T05:00:00Z,PT10M,3.3,0,3.3,0.103125
2020-01-01T05:00:00Z,2020-01-01T05:10:00Z,PT10M,3.3,0,3.3,0.103125
2020-01-01T05:10:00Z,2020-01-01T05:20:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T05:20:00Z,2020-01-01T05:30:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T05:30:00Z,2020-01-01T05:40:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T05:40:00Z,2020-01-01T05:50:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T05:50:00Z,2020-01-01T06:00:00Z,PT10M,3.5,0,3.5,0.109375
2020-01-01T06:00:00Z,2020-01-01T06:10:00Z,PT10M,3.5,0,3.5,0.109375
2020-01-01T06:10:00Z,2020-01-01T06:20:00Z,PT10M,3.6,0,3.6,0.1125
2020-01-01T06:20:00Z,2020-01-01T06:30:00Z,PT10M,3.7,0,3.7,0.115625
2020-01-01T06:30:00Z,2020-01-01T06:40:00Z,PT10M,3.7,0,3.7,0.115625
2020-01-01T06:40:00Z,2020-01-01T06:50:00Z,PT10M,3.8,0,3.8,0.11875
2020-01-01T06:50:00Z,2020-01-01T07:00:00Z,PT10M,3.9,0,3.9,0.121875
2020-01-01T07:00:00Z,2020-01-01T07:10:00Z,PT10M,3.8,0,3.8,0.11875
2020-01-01T07:10:00Z,2020-01-01T07:20:00Z,PT10M,3.7,0,3.7,0.115625
2020-01-01T07:20:00Z,2020-01-01T07:30:00Z,PT10M,3.6,0,3.6,0.1125
2020-01-01T07:30:00Z,2020-01-01T07:40:00Z,PT10M,3.5,0,3.5,0.109375
2020-01-01T07:40:00Z,2020-01-01T07:50:00Z,PT10M,3.4,0,3.4,0.10625
2020-01-01T07:50:00Z,2020-01-01T08:00:00Z,PT10M,3.3,0,3.3,0.103125
2020-01-01T08:00:00Z,2020-01-01T08:10:00Z,PT10M,3.2,0,3.2,0.1
2020-01-01T08:10:00Z,2020-01-01T08:20:00Z,PT10M,3.1,0,3.1,0.096875
2020-01-01T08:20:00Z,2020-01-01T08:30:00Z,PT10M,3.1,0,3.1,0.096875
2020-01-01T08:30:00Z,2020-01-01T08:40:00Z,PT10M,3.0,0,3.0,0.09375
2020-01-01T08:40:00Z,2020-01-01T08:50:00Z,PT10M,3.0,0,3.0,0.09375
2020-01-01T08:50:00Z,2020-01-01T09:00:00Z,PT10M,2.9,0,2.9,0.090625
2020-01-01T09:00:00Z,2020-01-01T09:10:00Z,PT10M,2.7,0,2.7,0.084375
2020-01-01T09:10:00Z,2020-01-01T09:20:00Z,PT10M,2.3,0,2.3,0.071875
2020-01-01T09:20:00Z,2020-01-01T09:30:00Z,PT10M,1.9,0,1.9,0.059375
2020-01-01T09:30:00Z,2020-01-01T09:40:00Z,PT10M,1.5,0,1.5,0.046875
2020-01-01T09:40:00Z,2020-01-01T09:50:00Z,PT10M,1.1,0,1.1,0.034375
2020-01-01T09:50:00Z,2020-01-01T10:00:00Z,PT10M,0.7,0,0.7,0.021875
2020-01-01T10:00:00Z,2020-01-01T10:10:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T10:10:00Z,2020-01-01T10:20:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T10:20:00Z,2020-01-01T10:30:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T10:30:00Z,2020-01-01T10:40:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T10:40:00Z,2020-01-01T10:50:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T10:50:00Z,2020-01-01T11:00:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T11:00:00Z,2020-01-01T11:10:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T11:10:00Z,2020-01-01T11:20:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T11:20:00Z,2020-01-01T11:30:00Z,PT10M,0.5,0,0.5,0.015625
2020-01-01T11:30:00Z,2020-01-01T11:40:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T11:40:00Z,2020-01-01T11:50:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T11:50:00Z,2020-01-01T12:00:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:00:00Z,2020-01-01T12:10:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:10:00Z,2020-01-01T12:20:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:20:00Z,2020-01-01T12:30:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:30:00Z,2020-01-01T12:40:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:40:00Z,2020-01-01T12:50:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T12:50:00Z,2020-01-01T13:00:00Z,PT10M,0.4,0,0.4,0.0125
2020-01-01T13:00:00Z,2020-01-01T13:10:00Z,PT10M,0.5,1,0.53125,1.016601563
2020-01-01T13:10:00Z,2020-01-01T13:20:00Z,PT10M,0.6,37,1.75625,37.05488281
2020-01-01T13:20:00Z,2020-01-01T13:30:00Z,PT10M,0.7,116,4.325,116.1351563
2020-01-01T13:30:00Z,2020-01-01T13:40:00Z,PT10M,0.8,209,7.33125,209.2291016
2020-01-01T13:40:00Z,2020-01-01T13:50:00Z,PT10M,0.9,273,9.43125,273.2947266
2020-01-01T13:50:00Z,2020-01-01T14:00:00Z,PT10M,1.0,325,11.15625,325.3486328
2020-01-01T14:00:00Z,2020-01-01T14:10:00Z,PT10M,1.4,375,13.11875,375.4099609
2020-01-01T14:10:00Z,2020-01-01T14:20:00Z,PT10M,2.1,423,15.31875,423.4787109
2020-01-01T14:20:00Z,2020-01-01T14:30:00Z,PT10M,2.7,468,17.325,468.5414063
2020-01-01T14:30:00Z,2020-01-01T14:40:00Z,PT10M,3.4,512,19.4,512.60625
2020-01-01T14:40:00Z,2020-01-01T14:50:00Z,PT10M,4.0,553,21.28125,553.6650391
2020-01-01T14:50:00Z,2020-01-01T15:00:00Z,PT10M,4.7,593,23.23125,593.7259766
2020-01-01T15:00:00Z,2020-01-01T15:10:00Z,PT10M,5.2,631,24.91875,631.7787109
2020-01-01T15:10:00Z,2020-01-01T15:20:00Z,PT10M,5.5,666,26.3125,666.8222656
2020-01-01T15:20:00Z,2020-01-01T15:30:00Z,PT10M,5.8,700,27.675,700.8648438
2020-01-01T15:30:00Z,2020-01-01T15:40:00Z,PT10M,6.1,732,28.975,732.9054688
2020-01-01T15:40:00Z,2020-01-01T15:50:00Z,PT10M,6.4,762,30.2125,762.9441406
2020-01-01T15:50:00Z,2020-01-01T16:00:00Z,PT10M,6.7,790,31.3875,790.9808594
2020-01-01T16:00:00Z,2020-01-01T16:10:00Z,PT10M,7.1,815,32.56875,816.0177734
2020-01-01T16:10:00Z,2020-01-01T16:20:00Z,PT10M,7.4,839,33.61875,840.0505859
2020-01-01T16:20:00Z,2020-01-01T16:30:00Z,PT10M,7.7,860,34.575,861.0804688
2020-01-01T16:30:00Z,2020-01-01T16:40:00Z,PT10M,8.0,879,35.46875,880.1083984
2020-01-01T16:40:00Z,2020-01-01T16:50:00Z,PT10M,8.3,895,36.26875,896.1333984
2020-01-01T16:50:00Z,2020-01-01T17:00:00Z,PT10M,8.6,910,37.0375,911.1574219
2020-01-01T17:00:00Z,2020-01-01T17:10:00Z,PT10M,8.9,921,37.68125,922.1775391
2020-01-01T17:10:00Z,2020-01-01T17:20:00Z,PT10M,9.1,931,38.19375,932.1935547
2020-01-01T17:20:00Z,2020-01-01T17:30:00Z,PT10M,9.3,938,38.6125,939.2066406
2020-01-01T17:30:00Z,2020-01-01T17:40:00Z,PT10M,9.4,931,38.49375,932.2029297
2020-01-01T17:40:00Z,2020-01-01T17:50:00Z,PT10M,9.6,872,36.85,873.1515625
2020-01-01T17:50:00Z,2020-01-01T18:00:00Z,PT10M,9.8,943,39.26875,944.2271484
2020-01-01T18:00:00Z,2020-01-01T18:10:00Z,PT10M,9.9,927,38.86875,928.2146484
2020-01-01T18:10:00Z,2020-01-01T18:20:00Z,PT10M,10.0,940,39.375,941.2304688
2020-01-01T18:20:00Z,2020-01-01T18:30:00Z,PT10M,10.1,933,39.25625,934.2267578
2020-01-01T18:30:00Z,2020-01-01T18:40:00Z,PT10M,10.2,924,39.075,925.2210938
2020-01-01T18:40:00Z,2020-01-01T18:50:00Z,PT10M,10.3,913,38.83125,914.2134766
2020-01-01T18:50:00Z,2020-01-01T19:00:00Z,PT10M,10.4,899,38.49375,900.2029297
2020-01-01T19:00:00Z,2020-01-01T19:10:00Z,PT10M,10.5,883,38.09375,884.1904297
2020-01-01T19:10:00Z,2020-01-01T19:20:00Z,PT10M,10.6,865,37.63125,866.1759766
2020-01-01T19:20:00Z,2020-01-01T19:30:00Z,PT10M,10.7,845,37.10625,846.1595703
2020-01-01T19:30:00Z,2020-01-01T19:40:00Z,PT10M,10.8,823,36.51875,824.1412109
2020-01-01T19:40:00Z,2020-01-01T19:50:00Z,PT10M,10.9,798,35.8375,799.1199219
2020-01-01T19:50:00Z,2020-01-01T20:00:00Z,PT10M,11.0,772,35.125,773.0976563
2020-01-01T20:00:00Z,2020-01-01T20:10:00Z,PT10M,11.1,739,34.19375,740.0685547
2020-01-01T20:10:00Z,2020-01-01T20:20:00Z,PT10M,11.1,712,33.35,713.0421875
2020-01-01T20:20:00Z,2020-01-01T20:30:00Z,PT10M,11.1,680,32.35,681.0109375
2020-01-01T20:30:00Z,2020-01-01T20:40:00Z,PT10M,11.1,645,31.25625,645.9767578
2020-01-01T20:40:00Z,2020-01-01T20:50:00Z,PT10M,11.1,609,30.13125,609.9416016
2020-01-01T20:50:00Z,2020-01-01T21:00:00Z,PT10M,11.1,563,28.69375,563.8966797
2020-01-01T21:00:00Z,2020-01-01T21:10:00Z,PT10M,11.0,530,27.5625,530.8613281
2020-01-01T21:10:00Z,2020-01-01T21:20:00Z,PT10M,10.7,488,25.95,488.8109375
2020-01-01T21:20:00Z,2020-01-01T21:30:00Z,PT10M,10.4,430,23.8375,430.7449219
2020-01-01T21:30:00Z,2020-01-01T21:40:00Z,PT10M,10.1,293,19.25625,293.6017578
2020-01-01T21:40:00Z,2020-01-01T21:50:00Z,PT10M,9.8,171,15.14375,171.4732422
